Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate
0000000115,000115,Court appointed guardian,Kim,Douglas,,,1982-08-04,65536,PERRY,East Josephberg,Male,Yes,Employed,2023-07-19
0000000116,000116,Mother,Martinez,Caroline,Carol,,1971-06-08,64150,AUDRAIN,Lake Eric,Female,Yes,Employed,2022-04-20
0000000116,000116,Foster mother,Rosario,Rebecca,,,1989-06-07,64150,AUDRAIN,Lake Eric,Female,No,Employed,2022-03-09
0000000117,000117,Court appointed guardian,Rodriguez,Joel,,,1984-05-18,65869,RIPLEY,South Staceyberg,Male,Yes,Employed,2022-01-22
0000000118,000118,Court appointed guardian,Hansen,Dennis,William,,2004-02-16,64494,MONITEAU,Robertfort,Male,Yes,Employed,2024-02-12
0000000118,000118,Foster mother,Mckay,Stefanie,Michelle,,1981-07-24,64494,MONITEAU,Robertfort,Female,No,Employed,2024-03-04
0000000119,000119,Foster father,Cruz,Trevor,,,1997-09-18,64603,NODAWAY,Port Chad,Male,No,Employed,2024-04-12
0000000120,000120,Foster father,Silva,Austin,Michael,,1982-01-27,63005,SCHUYLER,Loriport,Male,Yes,Employed,2025-03-28
0000000120,000120,Stepmother,French,Mary,Elaine,,1981-07-02,63005,SCHUYLER,Loriport,Female,Yes,Unemployed,2022-05-31
0000000121,000121,Grandmother,Silva,Erica,Cynthia,,1971-04-21,63381,WRIGHT,South Amanda,Female,No,Employed,2021-07-08
0000000121,000121,Stepmother,Keller,Jacqueline,,,1981-09-04,63381,WRIGHT,South Amanda,Female,Yes,Not in Labor Force,2021-12-08
0000000122,000122,Aunt,Fox,Sherri,Sarah,,1988-12-26,65711,GENTRY,Mollybury,Female,No,Part-time,2022-12-25
0000000122,000122,Adoptive parent,Cobb,David,Steve,,1989-03-27,65711,GENTRY,Mollybury,Male,No,Unemployed,2023-07-04
0000000123,000123,Grandmother,Duran,Katherine,Melissa,,1974-11-26,65852,SHELBY,Thorntonfurt,Female,No,Part-time,2024-07-31
0000000123,000123,Stepmother,Williams,Jaime,Teresa,,1998-08-08,65852,SHELBY,Thorntonfurt,Female,Yes,Employed,2024-03-27
0000000124,000124,Aunt,Thomas,Nicole,Jessica,,1994-07-16,64839,SHELBY,Hannaberg,Female,No,Employed,2022-11-15
0000000124,000124,Uncle,Gordon,Andrew,Carl,,1971-03-20,64839,SHELBY,Hannaberg,Male,No,Employed,2025-02-21
0000000125,000125,Mother,Sawyer,Emily,Angela,,1988-07-13,64718,ST. LOUIS,Garciamouth,Female,No,Employed,2024-09-17
0000000125,000125,Uncle,Simpson,Ronald,,,1980-05-30,64718,ST. LOUIS,Garciamouth,Male,Yes,Employed,2025-05-30
0000000126,000126,Father,Pitts,Andrew,David,,1985-11-15,64357,WORTH,North Terrance,Male,Yes,Employed,2022-04-06
0000000126,000126,Foster father,Francis,Edward,,,1992-06-23,64357,WORTH,North Terrance,Male,No,Employed,2021-10-16
0000000127,000127,Uncle,Mcclure,Michael,Brandon,,1983-06-17,64984,LACLEDE,Melissaside,Male,No,Unemployed,2022-10-10
0000000127,000127,Stepfather,Santos,Christopher,Gregory,,1994-10-06,64984,LACLEDE,Melissaside,Male,No,Employed,2024-09-28
0000000128,000128,Court appointed guardian,Estrada,Michael,,,1977-10-20,63125,RANDOLPH,New Caseyport,Male,No,Part-time,2021-10-13
0000000128,000128,Stepmother,Malone,Kristina,Jennifer,,1996-04-09,63125,RANDOLPH,New Caseyport,Female,No,Employed,2023-09-01
0000000129,000129,Foster father,Frazier,Thomas,Tyler,,1986-03-24,63036,RANDOLPH,South Garrettport,Male,Yes,Employed,2025-07-31
0000000130,000130,Foster mother,Bailey,Kelly,Katie,,1998-05-19,65432,PLATTE,Ryanbury,Female,No,Part-time,2021-09-14
0000000130,000130,Court appointed guardian,Byrd,Frederick,Russell,,1973-03-26,65432,PLATTE,Ryanbury,Male,No,Part-time,2023-04-06
0000000131,000131,Stepmother,Sparks,Kristin,,,1992-04-13,64590,KNOX,East Christian,Female,No,Employed,2022-08-30
0000000132,000132,Adoptive parent,Villa,Andrew,David,,1979-03-28,63910,BUTLER,East Steven,Male,Yes,Employed,2022-05-30
0000000132,000132,Court appointed guardian,Andrade,Mark,Glenn,,1982-01-27,63910,BUTLER,East Steven,Male,Yes,Unemployed,2024-08-19
0000000133,000133,Foster father,Knox,Bruce,,,1978-06-25,65332,LACLEDE,Santanaside,Male,Yes,Unemployed,2024-02-03
0000000134,000134,Stepmother,Matthews,Jennifer,Chelsea,,1975-02-28,65186,BARRY,Vaughnmouth,Female,Yes,Employed,2025-09-08
0000000135,000135,Stepfather,Webb,Timothy,,,1989-07-25,65007,HOLT,South Ashley,Male,Yes,Employed,2023-01-08
0000000135,000135,Foster Parent,Jones,Lawrence,,,1975-01-17,65007,HOLT,South Ashley,Male,No,Employed,2025-11-25
0000000136,000136,Mother,Phillips,Margaret,Jessica,,1991-09-21,64557,LINCOLN,Hillshire,Female,Yes,Employed,2025-05-21
0000000136,000136,Father,Phillips,Steven,,,1991-05-13,64557,LINCOLN,Hillshire,Male,Yes,Employed,2024-12-15
0000000137,000137,Foster mother,Tran,Sherry,Lauren,,1990-02-16,65881,HOWELL,Wallport,Female,Yes,Part-time,2024-01-05
0000000138,000138,Father,Robinson,Ronald,Mark,,2007-10-16,63161,CLARK,New John,Male,No,Employed,2024-11-08
0000000138,000138,Mother,Robinson,Angela,,,1986-04-20,63161,CLARK,New John,Female,No,Unemployed,2022-04-12
0000000139,000139,Grandfather,Simpson,Gregory,,,1972-02-04,64727,STE. GENEVIEVE,Lake Debbieport,Male,Yes,Employed,2024-09-12
0000000140,000140,Court appointed guardian,Golden,James,,,2007-09-30,65885,ANDREW,Markchester,Male,Yes,Part-time,2022-01-21
0000000141,000141,Aunt,Elliott,Hannah,,,1973-02-21,65013,SHELBY,Mariaview,Female,Yes,Part-time,2022-05-29
0000000142,000142,Foster Parent,Pugh,David,,,1975-04-03,64247,PIKE,Lindamouth,Male,Yes,Employed,2022-07-25
0000000142,000142,Foster mother,Smith,Laurie,Michelle,,1988-09-10,64247,PIKE,Lindamouth,Female,Yes,Employed,2022-03-05
0000000143,000143,Court appointed guardian,Duncan,Brian,Larry,,1989-03-31,63672,BARTON,Coffeyside,Male,No,Employed,2023-04-13
0000000143,000143,Foster mother,Smith,Julie,Melanie,,1990-01-27,63672,BARTON,Coffeyside,Female,Yes,Employed,2024-06-29
0000000144,000144,Uncle,Fisher,Darrell,James,,1975-11-08,63198,SCOTT,Richardsonview,Male,Yes,Employed,2022-02-12
0000000144,000144,Grandmother,Bailey,Jennifer,,,1988-01-13,63198,SCOTT,Richardsonview,Female,No,Part-time,2024-05-12
0000000145,000145,Stepfather,Rodriguez,Harold,,,1987-06-09,65098,SHANNON,South Angel,Male,No,Part-time,2023-02-11
0000000145,000145,Grandfather,Martin,Nicholas,,,1993-04-05,65098,SHANNON,South Angel,Male,Yes,Unemployed,2022-09-14
0000000146,000146,Foster Parent,Hobbs,Austin,Robert,,2002-01-01,65186,TEXAS,Lake Madisonport,Male,No,Employed,2024-09-15
0000000146,000146,Foster father,Harrison,Daniel,Patrick,,1970-11-10,65186,TEXAS,Lake Madisonport,Male,Yes,Not in Labor Force,2024-12-01
0000000147,000147,Stepmother,Williams,Elizabeth,Kelly,,1997-02-11,65650,SHANNON,West Wendyville,Female,Yes,Part-time,2022-09-05
0000000147,000147,Aunt,James,Melissa,,,1998-08-02,65650,SHANNON,West Wendyville,Female,Yes,Employed,2022-10-12
0000000148,000148,Grandfather,Perez,Michael,,,1983-02-19,65796,CLARK,Matthewsberg,Male,No,Part-time,2023-03-22
0000000149,000149,Mother,Gilbert,Audrey,Kayla,,1998-10-06,65132,CLAY,Antoniostad,Female,No,Employed,2021-03-21
0000000149,000149,Aunt,Smith,Dana,Vanessa,,2002-03-11,65132,CLAY,Antoniostad,Female,Yes,Unemployed,2025-06-10
0000000150,000150,Uncle,Cortez,Michael,,,1982-09-05,64158,SCHUYLER,Amystad,Male,Yes,Employed,2024-06-27
0000000151,000151,Court appointed guardian,Jones,Jason,Charles,,1982-11-18,65648,LEWIS,Davisborough,Male,No,Unemployed,2025-10-01
0000000152,000152,Aunt,Mckinney,Tracy,Shelly,,1973-09-22,63186,OREGON,East Kristin,Female,Yes,Employed,2025-10-22
0000000152,000152,Foster Parent,Washington,Jonathan,Blake,,1993-01-24,63186,OREGON,East Kristin,Male,No,Unemployed,2025-03-16
0000000153,000153,Grandmother,Cruz,Christine,Jeanne,,1978-11-03,63171,CAPE GIRARDEAU,West Kim,Female,No,Employed,2024-05-30
0000000154,000154,Foster mother,Thompson,Teresa,Elizabeth,,1972-12-15,65378,SCHUYLER,New John,Female,No,Part-time,2022-05-21
0000000154,000154,Grandfather,Perkins,Jason,Samuel,,1980-10-16,65378,SCHUYLER,New John,Male,No,Employed,2021-03-16
0000000155,000155,Adoptive parent,Carr,Curtis,Michael,,1997-05-28,64358,RALLS,New Mario,Male,No,Not in Labor Force,2024-06-30
0000000155,000155,Foster mother,Johnson,Lindsay,Victoria,,1978-09-14,64358,RALLS,New Mario,Female,No,Employed,2022-12-17
0000000156,000156,Aunt,Wade,Haley,Melissa,,1974-04-01,65210,WRIGHT,South Shanestad,Female,Yes,Employed,2022-02-27
0000000156,000156,Foster father,Martinez,Michael,Patrick,,1996-05-07,65210,WRIGHT,South Shanestad,Male,No,Employed,2025-12-02
0000000157,000157,Foster Parent,Garcia,Gary,Jesse,,1994-02-23,64513,DOUGLAS,Lake Kristahaven,Male,Yes,Not in Labor Force,2021-05-23
0000000158,000158,Stepmother,Lutz,Renee,,,1999-12-08,65115,DADE,Simmonsville,Female,No,Employed,2022-05-27
0000000158,000158,Foster father,Peters,Jacob,Jonathan,,1987-06-27,65115,DADE,Simmonsville,Male,Yes,Employed,2021-06-28
0000000159,000159,Foster mother,Rivera,Meredith,Patricia,,1980-12-13,64683,TANEY,North David,Female,No,Not in Labor Force,2025-06-05
0000000159,000159,Mother,Miller,Dorothy,Kimberly,,1972-11-25,64683,TANEY,North David,Female,Yes,Employed,2022-12-07
0000000160,000160,Uncle,Wagner,Robert,Kyle,,1989-06-13,63584,OZARK,Shawnchester,Male,No,Employed,2025-08-27
0000000160,000160,Stepmother,James,Susan,Susan,,1972-12-17,63584,OZARK,Shawnchester,Female,No,Part-time,2021-10-04
0000000161,000161,Grandmother,Alexander,Laurie,,,1985-11-16,65779,ADAIR,South Shannon,Female,Yes,Employed,2024-01-11
0000000161,000161,Uncle,Russell,David,Nicholas,,1983-07-15,65779,ADAIR,South Shannon,Male,Yes,Employed,2023-03-24
0000000162,000162,Grandfather,Romero,Gregory,,,2007-12-21,63029,ST. LOUIS CITY,West Ronaldview,Male,Yes,Employed,2025-12-13
0000000162,000162,Stepfather,Perry,Michael,Robert,,1984-11-07,63029,ST. LOUIS CITY,West Ronaldview,Male,Yes,Employed,2025-05-10
0000000163,000163,Father,Jones,Matthew,,,1995-02-08,64630,RIPLEY,North Ryanstad,Male,No,Unemployed,2024-09-12
0000000163,000163,Court appointed guardian,Preston,Justin,Robert,,2006-07-10,64630,RIPLEY,North Ryanstad,Male,No,Not in Labor Force,2023-12-21
0000000164,000164,Stepfather,Hoffman,Justin,,,1980-03-03,65514,KNOX,Elizabethchester,Male,No,Employed,2025-01-18
0000000164,000164,Foster mother,Olsen,Cheryl,Sarah,,1998-04-16,65514,KNOX,Elizabethchester,Female,No,Unemployed,2022-10-03
0000000165,000165,Court appointed guardian,Ortiz,John,Robert,,1985-03-03,65400,KNOX,West Carolinestad,Male,Yes,Not in Labor Force,2024-10-06
0000000165,000165,Father,Christensen,David,Joshua,,2002-03-28,65400,KNOX,West Carolinestad,Male,No,Employed,2022-11-15
0000000166,000166,Stepfather,Olson,Gerald,,,1999-09-06,65354,MONROE,West Meganstad,Male,No,Employed,2025-12-09
0000000167,000167,Stepmother,Patterson,Suzanne,Michelle,,1992-04-18,64400,SHANNON,New Sarahview,Female,Yes,Employed,2021-08-10
0000000167,000167,Foster Parent,Ross,Jacob,Gregory,,1987-01-05,64400,SHANNON,New Sarahview,Male,Yes,Employed,2022-02-03
0000000168,000168,Foster Parent,Curtis,Tracy,Justin,,1998-04-28,65217,ADAIR,Michaelburgh,Male,No,Unemployed,2024-12-22
0000000168,000168,Foster father,Sherman,Tyler,,,1998-11-28,65217,ADAIR,Michaelburgh,Male,No,Part-time,2023-01-27
0000000169,000169,Grandmother,Deleon,Alexis,Autumn,,1973-06-17,65823,HARRISON,North Julieborough,Female,Yes,Employed,2024-05-05
0000000169,000169,Stepmother,Thomas,Amanda,Janet,,1991-07-05,65823,HARRISON,North Julieborough,Female,No,Employed,2022-10-16
0000000170,000170,Stepfather,Collins,David,,,1971-06-18,63965,DUNKLIN,Kimberlyshire,Male,Yes,Not in Labor Force,2023-10-24
0000000171,000171,Foster Parent,Carney,Joseph,,,1986-10-24,64842,CALDWELL,Lake Christophermouth,Male,Yes,Unemployed,2021-02-27
0000000172,000172,Grandfather,Leach,Charles,Steven,,2005-05-11,65623,CHRISTIAN,West Russellport,Male,No,Employed,2024-09-18
0000000173,000173,Foster father,Harding,Joshua,Joshua,,1976-02-28,65870,SHANNON,South Tracey,Male,No,Employed,2024-12-12
0000000173,000173,Grandfather,Phelps,Kenneth,Jeffery,,1986-06-11,65870,SHANNON,South Tracey,Male,Yes,Not in Labor Force,2022-04-03
0000000174,000174,Adoptive parent,Lucas,Christopher,Alan,,1978-08-26,64950,HENRY,Keithville,Male,Yes,Unemployed,2025-01-10
0000000174,000174,Stepmother,Saunders,Kathy,Victoria,,1984-06-02,64950,HENRY,Keithville,Female,Yes,Employed,2023-04-05
0000000175,000175,Grandmother,Riley,April,Margaret,,1996-08-15,63558,VERNON,New Angelica,Female,No,Not in Labor Force,2022-11-22
0000000176,000176,Adoptive parent,Trujillo,Matthew,Gabriel,,2002-01-14,65842,PERRY,South Andrewland,Male,No,Employed,2025-05-22
0000000176,000176,Stepmother,Sanders,Leah,,,1988-09-28,65842,PERRY,South Andrewland,Female,No,Unemployed,2021-04-29
0000000177,000177,Foster Parent,Harris,Dean,Robert,,1979-06-06,63060,CEDAR,Robertsfurt,Male,Yes,Unemployed,2023-02-13
0000000177,000177,Uncle,Shah,Nicholas,Aaron,,2007-12-13,63060,CEDAR,Robertsfurt,Male,Yes,Employed,2022-07-05
0000000178,000178,Stepfather,Montgomery,Jeffery,,,1991-01-17,63815,BARRY,Christopherville,Male,No,Employed,2023-10-27
0000000178,000178,Adoptive parent,Guerrero,Paul,David,,1998-11-06,63815,BARRY,Christopherville,Male,Yes,Unemployed,2023-09-29
0000000179,000179,Foster father,Brown,Jonathan,Joseph,,1976-04-08,63995,ST. LOUIS CITY,Juliebury,Male,Yes,Employed,2022-03-20
0000000180,000180,Court appointed guardian,Ponce,Brandon,,,2000-08-02,64796,WRIGHT,Port Michael,Male,No,Part-time,2023-04-08
0000000181,000181,Mother,Young,Sonia,,,1975-01-05,65613,ST. FRANCOIS,West James,Female,No,Employed,2022-07-08
0000000182,000182,Stepfather,Thompson,Jon,,,1989-06-22,63827,BARRY,Marshallshire,Male,Yes,Employed,2021-05-25
0000000182,000182,Foster father,Williams,Andrew,Garrett,,1970-09-11,63827,BARRY,Marshallshire,Male,Yes,Employed,2021-08-10
0000000183,000183,Court appointed guardian,Stewart,Edward,Bryan,,2000-01-30,64244,TANEY,Michellemouth,Male,Yes,Employed,2024-12-31
0000000183,000183,Foster father,Johnson,Adam,,,2004-12-23,64244,TANEY,Michellemouth,Male,Yes,Not in Labor Force,2024-07-06
0000000184,000184,Mother,Turner,Tracy,Tammy,,1987-04-14,64814,OZARK,Brittanystad,Female,Yes,Employed,2023-10-02
0000000184,000184,Foster mother,Alexander,Teresa,Deanna,,1998-12-21,64814,OZARK,Brittanystad,Female,Yes,Part-time,2022-04-25
0000000185,000185,Grandfather,Sanchez,Eric,Jon,,1985-06-05,63026,GREENE,Chaseland,Male,Yes,Employed,2024-01-07
0000000185,000185,Foster father,Fields,Robert,,,1971-05-23,63026,GREENE,Chaseland,Male,Yes,Employed,2024-03-06
0000000186,000186,Court appointed guardian,Rodriguez,Brian,,,1990-05-04,65878,RAY,South Reginashire,Male,Yes,Employed,2025-11-20
0000000186,000186,Aunt,Jones,Jamie,,,1978-06-24,65878,RAY,South Reginashire,Female,No,Employed,2021-09-13
0000000187,000187,Grandmother,Martinez,Tina,Hayley,,1995-04-01,64338,CEDAR,South Dalemouth,Female,No,Employed,2024-05-05
0000000187,000187,Foster father,Mckinney,Matthew,,,1983-10-12,64338,CEDAR,South Dalemouth,Male,Yes,Part-time,2021-06-29
0000000188,000188,Foster father,Douglas,Brandon,Steven,,1977-08-13,65147,SCOTT,East Jasminemouth,Male,No,Employed,2022-12-03
0000000188,000188,Aunt,Lane,Elizabeth,Nicole,,1976-06-19,65147,SCOTT,East Jasminemouth,Female,No,Not in Labor Force,2024-01-16
0000000189,000189,Grandfather,Cunningham,Arthur,Christopher,,1993-10-09,63223,CAMDEN,Paulmouth,Male,Yes,Employed,2024-11-05
0000000189,000189,Aunt,Perez,Leah,Monica,,1999-06-24,63223,CAMDEN,Paulmouth,Female,Yes,Employed,2022-05-23
0000000190,000190,Grandfather,Barnes,Joshua,Jermaine,,1987-12-13,63246,CHRISTIAN,Cameronville,Male,Yes,Employed,2025-06-02
0000000191,000191,Mother,York,Amanda,Mackenzie,,2001-09-30,63088,SALINE,West Christopher,Female,Yes,Employed,2025-05-13
0000000191,000191,Grandfather,Kemp,Joseph,Todd,,2001-12-25,63088,SALINE,West Christopher,Male,No,Employed,2025-08-17
0000000192,000192,Court appointed guardian,Decker,Richard,,,1970-10-16,65508,RALLS,Andersonland,Male,Yes,Part-time,2022-03-21
0000000192,000192,Grandfather,Beltran,Logan,,,1991-01-23,65508,RALLS,Andersonland,Male,No,Not in Labor Force,2023-10-29
0000000193,000193,Adoptive parent,Caldwell,Dustin,,,1994-12-13,63754,CAPE GIRARDEAU,Lake Ellenhaven,Male,Yes,Part-time,2021-04-06
0000000194,000194,Stepfather,Lewis,Brett,Craig,,1979-03-26,65476,MERCER,Leeberg,Male,No,Part-time,2024-08-10
0000000195,000195,Foster mother,Harris,Laura,,,1993-11-06,65490,BARTON,Lake Matthewberg,Female,Yes,Unemployed,2024-07-29
0000000196,000196,Foster Parent,Smith,Jerome,,,1984-10-12,64171,GREENE,Lake Samuel,Male,Yes,Employed,2023-01-24
0000000197,000197,Grandmother,Kennedy,Katrina,Sherry,,1983-05-23,63671,POLK,Karenmouth,Female,Yes,Unemployed,2022-09-13
0000000197,000197,Uncle,Walker,Bobby,Gabriel,,2001-07-02,63671,POLK,Karenmouth,Male,No,Employed,2021-09-06
0000000198,000198,Foster mother,Hicks,Robin,,,1972-04-20,65565,GASCONADE,Mckeeborough,Female,Yes,Part-time,2023-05-06
0000000198,000198,Mother,Sheppard,Joann,Sarah,,1988-11-25,65565,GASCONADE,Mckeeborough,Female,Yes,Employed,2024-02-14
0000000199,000199,Court appointed guardian,Casey,William,,,2001-01-15,63225,CASS,Kimberlyhaven,Male,No,Employed,2023-12-13
0000000200,000200,Adoptive parent,Baxter,Lawrence,Phillip,,1972-05-26,65254,TEXAS,Port John,Male,No,Employed,2021-12-08
0000000200,000200,Uncle,Flores,Wayne,William,,1986-10-17,65254,TEXAS,Port John,Male,Yes,Employed,2021-04-28
0000000201,000201,Stepfather,Garcia,Jonathan,,,1998-09-30,65496,WORTH,West Christopherburgh,Male,No,Employed,2022-01-31
0000000201,000201,Foster father,Smith,Michael,,,1986-01-10,65496,WORTH,West Christopherburgh,Male,Yes,Employed,2023-01-17
0000000202,000202,Uncle,Wheeler,John,John,,1994-08-09,64622,HOLT,Port Shannon,Male,No,Employed,2022-06-27
0000000202,000202,Foster father,Thompson,Kyle,Matthew,,1982-06-15,64622,HOLT,Port Shannon,Male,No,Unemployed,2024-11-28
0000000203,000203,Foster mother,Lopez,Julie,,,1985-07-17,64358,RANDOLPH,South Virginia,Female,Yes,Employed,2024-01-14
0000000203,000203,Stepfather,Shaw,Jason,,,2006-03-07,64358,RANDOLPH,South Virginia,Male,Yes,Unemployed,2024-08-24
0000000204,000204,Stepfather,Combs,Brandon,Patrick,,1982-03-06,64238,MONITEAU,Laceyberg,Male,Yes,Employed,2023-06-02
0000000204,000204,Aunt,Ball,Pamela,Heather,,2007-02-11,64238,MONITEAU,Laceyberg,Female,Yes,Unemployed,2022-08-22
0000000205,000205,Father,Guerra,Robert,,,2001-06-14,65814,BARTON,Westtown,Male,Yes,Part-time,2023-10-25
0000000206,000206,Grandmother,Morris,Victoria,,,1997-07-12,64160,RIPLEY,New Shelby,Female,No,Part-time,2024-06-06
0000000206,000206,Stepmother,Lewis,Tiffany,,,1991-12-12,64160,RIPLEY,New Shelby,Female,Yes,Employed,2021-05-25
0000000207,000207,Uncle,Vaughan,Brian,Joseph,,1999-02-09,63539,NEWTON,North Johnmouth,Male,No,Employed,2021-09-02
0000000207,000207,Court appointed guardian,Alvarez,Brian,Noah,,1979-08-23,63539,NEWTON,North Johnmouth,Male,Yes,Employed,2022-04-26
0000000208,000208,Mother,Porter,Sharon,,,1972-12-27,64427,GASCONADE,Lake Zacharybury,Female,No,Employed,2023-06-16
0000000209,000209,Grandfather,Kaiser,Dustin,Jason,,1994-10-26,65351,SALINE,Lopezland,Male,Yes,Employed,2021-06-16
0000000209,000209,Grandmother,Glenn,Jennifer,,,2007-10-09,65351,SALINE,Lopezland,Female,No,Employed,2021-03-14
0000000210,000210,Grandmother,Harris,Lisa,,,1998-02-04,64597,GENTRY,South Morganton,Female,No,Employed,2026-02-13
0000000210,000210,Grandfather,Hamilton,Scott,Daniel,Jr.,1996-11-07,64597,GENTRY,South Morganton,Male,Yes,Part-time,2022-01-16
0000000211,000211,Foster mother,Patterson,Kari,Katrina,,1979-08-09,64155,CAMDEN,West Johnville,Female,Yes,Unemployed,2024-04-13
0000000211,000211,Aunt,Bennett,Nicole,Stephanie,,1996-04-21,64155,CAMDEN,West Johnville,Female,Yes,Employed,2025-06-05
0000000212,000212,Foster Parent,Sanchez,Richard,Kenneth,,1993-11-08,63346,CARTER,Lisaburgh,Male,Yes,Part-time,2025-08-02
0000000213,000213,Court appointed guardian,Hayes,Charles,Randy,,1983-01-15,64972,OREGON,Port Dennis,Male,No,Employed,2022-09-27
0000000213,000213,Adoptive parent,Ruiz,Spencer,George,,1990-04-25,64972,OREGON,Port Dennis,Male,No,Employed,2025-12-02
0000000214,000214,Aunt,Stephens,Brandi,Cheryl,,2001-06-18,64357,NODAWAY,North Leslie,Female,No,Employed,2022-03-03
0000000214,000214,Adoptive parent,Adams,Christopher,,,1995-11-22,64357,NODAWAY,North Leslie,Male,Yes,Employed,2025-07-11
0000000215,000215,Uncle,Davis,Charles,,,1974-05-05,63715,PEMISCOT,Port Deborahport,Male,No,Employed,2023-10-13
0000000215,000215,Foster mother,Espinoza,Megan,Patricia,,1996-04-20,63715,PEMISCOT,Port Deborahport,Female,Yes,Not in Labor Force,2025-09-14
0000000216,000216,Court appointed guardian,Benjamin,James,Timothy,,1979-09-10,64082,PLATTE,Port Michealfurt,Male,Yes,Employed,2023-03-31
0000000216,000216,Grandfather,Bright,Robert,Troy,,1994-03-12,64082,PLATTE,Port Michealfurt,Male,Yes,Employed,2021-04-11
0000000217,000217,Grandfather,Chaney,Michael,Gregory,,1988-01-01,65670,PERRY,South Heather,Male,No,Employed,2024-12-10
0000000217,000217,Foster Parent,Gutierrez,Paul,Michael,,1973-10-21,65670,PERRY,South Heather,Male,Yes,Part-time,2026-02-10
0000000218,000218,Foster Parent,Bishop,Collin,Bryce,,1976-12-14,63790,DENT,Millerburgh,Male,No,Employed,2024-01-06
0000000218,000218,Mother,Miller,Diana,Patricia,,1997-03-28,63790,DENT,Millerburgh,Female,No,Unemployed,2022-01-13
0000000219,000219,Aunt,Walker,Tonya,,,1989-07-21,64324,ST. CLAIR,Seanchester,Female,Yes,Not in Labor Force,2024-08-22
0000000220,000220,Foster mother,Wyatt,Sharon,Pamela,,1977-03-15,64026,NODAWAY,Christinachester,Female,No,Employed,2022-05-11
0000000220,000220,Father,Acosta,Kevin,Sean,,1973-10-04,64026,NODAWAY,Christinachester,Male,No,Employed,2023-08-31
