Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
70,70,Hernandez,Chris,James,,2018-10-16,65788,SULLIVAN,North Robert,106249,Male,White,No,,,True,English,True,False,Divorced,False,False,False,130,33722,7,False,2782,41,2,119,0,0,False,59.5,5,0.8333333333333334,17,1.0,False,False,True,3.875,True,True,False,True,False,False,False,False,True,False,0,0,45.83333333333333,35,60,32.20833333333333,Moderate,"Childcare Subsidy, Home Visiting",2
71,71,Wall,Steven,Bryan,,2020-11-16,65768,HOWELL,Steinshire,46791,Not selected,White,No,,,False,English,False,False,Single,False,False,False,273,57600,4,False,3482,39,3,368,0,0,False,122.66666666666667,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, Childcare Subsidy",3
72,72,Johnston,Andrew,Nicole,,2020-05-04,63599,ST. CLAIR,Smithstad,99298,Not selected,Demographic Race Two or More Races,No,,,False,English,False,False,Separated,False,False,False,115,44488,3,False,2603,42,1,61,0,0,False,61.0,4,0.6666666666666666,15,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,35,20,31.666666666666668,Moderate,Childcare Subsidy,1
73,73,Snow,James,,,2019-11-08,63021,CARTER,Medinaside,18988,Male,White,No,,,False,English,False,False,Separated,False,False,False,60,15645,6,False,1838,38,1,148,0,0,False,148.0,5,0.8333333333333334,10,0.8333333333333334,False,False,True,2.25,True,False,False,False,False,False,False,False,True,True,0,0,9.999999999999998,35,45,20.25,Low,Early Head Start,1
74,74,Nelson,Stephanie,Katherine,,2019-01-27,63153,GENTRY,Johnsonmouth,38010,Female,White,No,,,False,English,False,False,Separated,False,False,False,166,41014,7,False,3439,42,2,164,0,0,False,82.0,4,0.6666666666666666,16,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,"Early Head Start, Childcare Subsidy",2
75,75,Pittman,Rebecca,Misty,,2019-01-24,65616,WARREN,New Amanda,110919,Female,White,No,,,False,English,False,False,Married,False,False,True,174,57109,4,False,3692,42,1,10,0,0,False,10.0,6,1.0,22,1.0,False,False,True,2.75,True,False,False,False,False,False,False,True,True,False,1,20,40.0,35,25,29.75,Moderate,Home Visiting,1
76,76,Miller,Brittany,Elizabeth,,2020-11-12,65058,RANDOLPH,Taylormouth,88946,Not selected,White,No,,,False,English,False,False,Single,False,False,False,125,32043,6,False,4142,42,1,73,0,0,False,73.0,5,0.8333333333333334,14,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Childcare Subsidy,1
77,77,Gibson,Jorge,Mark,,2019-11-25,65310,BOONE,Kathleenfurt,10115,Not selected,White,No,,,False,English,True,False,Divorced,False,False,False,19,5391,5,True,2770,36,2,158,1,138,False,79.0,4,0.6666666666666666,12,1.0,False,True,True,3.0,True,True,False,False,False,False,True,False,True,True,1,15,51.66666666666667,75,75,51.16666666666667,High,Child Care,2
78,78,Conley,Stephanie,Robert,,2018-09-15,63892,SHANNON,Smithside,96593,Not selected,White,No,,,False,English,False,False,Single,True,False,False,65,49301,4,True,4325,40,1,14,0,0,False,14.0,5,0.8333333333333334,21,1.0,False,True,True,3.75,True,False,False,False,True,False,True,False,True,True,2,20,45.83333333333333,75,55,47.20833333333333,High,First Steps,1
79,79,Jones,Stephanie,Jeffrey,,2021-07-03,63731,CAPE GIRARDEAU,Port Anthonybury,16551,Not selected,Black or African American,No,,,False,English,False,False,Separated,False,False,False,55,29776,7,False,4067,37,2,236,1,93,False,118.0,6,1.0,19,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,15,0.0,35,45,22.25,Low,"First Steps, Early Head Start",2
80,80,Martinez,Alex,Christian,,2021-10-25,65880,RALLS,New Staciemouth,87894,Male,White,No,,,False,English,False,False,Married,False,False,False,205,94439,3,False,3118,38,2,139,0,0,False,69.5,6,1.0,19,1.0,False,False,True,5.375,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,Childcare Subsidy,2
81,81,Jackson,Pamela,,Sr.,2019-07-10,65276,LAWRENCE,Port Loriport,55508,Female,White,No,,,False,English,True,False,Separated,False,False,False,67,10444,5,False,4373,37,3,211,2,172,False,70.33333333333333,2,0.3333333333333333,10,0.8333333333333334,True,False,True,2.5,True,True,False,False,False,False,False,False,True,True,0,30,67.5,35,70,48.625,High,"Early Intervention, Childcare Subsidy, State Pre-K",3
82,82,Byrd,Alexander,Eric,,2021-09-17,64519,LINN,Sandersborough,58095,Male,White,No,,,False,English,False,False,Married,True,False,False,60,48626,2,False,2933,38,2,204,0,0,False,102.0,4,0.6666666666666666,20,1.0,False,False,True,3.75,True,False,False,False,True,False,False,False,True,True,1,0,11.666666666666668,35,50,21.666666666666668,Low,"First Steps, Child Care",2
83,83,Garcia,Melissa,Lori,,2018-12-25,65261,DAVIESS,Melissaville,31330,Female,White,No,,,False,English,False,False,Married,False,False,False,33,11784,4,True,3347,37,1,92,0,0,False,92.0,2,0.3333333333333333,14,1.0,True,False,True,3.5,True,False,False,False,False,False,True,False,True,True,1,20,23.333333333333336,35,50,30.583333333333336,Moderate,Child Care,1
84,84,Patel,Keith,Andrew,Jr.,2019-12-05,64351,COLE,Caseymouth,26236,Male,White,No,,,False,English,False,False,Separated,False,False,False,136,28432,7,False,3619,40,2,212,0,0,False,106.0,5,0.8333333333333334,16,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"First Steps, Childcare Subsidy",2
85,85,Hamilton,Jason,John,,2018-09-02,65583,TEXAS,Cynthiamouth,108237,Male,White,No,,,False,English,False,False,Divorced,False,False,False,165,85490,6,False,2081,41,2,114,1,102,False,57.0,5,0.8333333333333334,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,15,45.83333333333333,0,20,19.958333333333332,Low,"Home Visiting, State Pre-K",2
86,86,Sheppard,Ryan,Jessica,,2018-09-27,65147,CALDWELL,Christinaside,13153,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,50,2589,2,False,3330,40,2,79,0,0,False,39.5,2,0.3333333333333333,12,1.0,True,False,True,2.75,True,False,False,False,False,False,False,False,True,True,0,20,63.333333333333336,35,45,39.583333333333336,High,"Early Intervention, Child Care",2
87,87,Vargas,John,Roger,,2021-01-21,65317,HICKORY,Melissaland,43879,Male,White,No,,,False,English,False,False,Divorced,False,False,False,380,90369,3,True,4402,39,2,93,0,0,False,46.5,6,1.0,19,1.0,False,False,True,4.5,False,False,False,False,False,False,True,False,True,False,1,20,40.0,0,25,21.0,Low,"Home Visiting, Early Head Start",2
88,88,Hudson,Shannon,Karen,,2019-10-05,64593,TANEY,Rogersfort,107694,Not selected,Black or African American,No,,,False,English,False,False,Single,False,False,False,326,92458,4,False,2560,42,2,107,0,0,False,53.5,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Home Visiting, Head Start",2
89,89,Salinas,Catherine,Christy,,2021-08-08,63351,JASPER,Joshuaview,49791,Female,Native Hawaiian or Other Pacific Islander,No,,,False,English,False,False,Married,False,False,False,189,69903,4,False,2709,30,2,294,0,0,False,147.0,6,1.0,21,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Early Head Start, Child Care",2
90,90,Allen,Zachary,James,,2021-08-18,65449,OZARK,Freemanbury,77804,Not selected,Black or African American,No,,,False,English,False,False,Married,False,False,False,171,92503,4,False,3509,38,2,185,1,116,False,92.5,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,15,0.0,0,20,8.5,Low,"Early Head Start, State Pre-K",2
91,91,Mcguire,Maria,Katherine,,2021-05-14,65030,PHELPS,West Jeffreybury,81609,Female,White,No,,,True,English,False,False,Separated,False,False,False,251,66772,4,False,3156,41,3,136,1,49,False,45.333333333333336,6,1.0,22,1.0,False,False,True,4.666666666666667,False,False,False,True,False,False,False,False,True,False,0,15,40.0,0,35,21.5,Low,"Early Intervention, State Pre-K, Home Visiting",3
92,92,Schmidt,Kevin,John,,2019-08-11,63992,NODAWAY,Barajasside,74334,Male,White,No,,,True,English,False,False,Single,False,False,False,72,6547,4,False,4202,42,2,44,1,153,False,22.0,3,0.5,15,1.0,True,True,True,2.25,True,False,False,True,False,False,False,False,True,True,0,35,57.5,75,60,55.625,High,"Home Visiting, First Steps",2
93,93,King,Michael,Devin,,2021-11-16,64544,ST. LOUIS CITY,Lake Jamesville,102076,Male,White,No,,,False,English,False,False,Divorced,False,True,False,386,90331,3,False,3846,42,1,30,0,0,False,30.0,5,0.8333333333333334,19,1.0,False,False,True,5.0,False,False,False,False,False,True,False,False,True,False,1,20,45.83333333333333,0,25,22.458333333333332,Low,Early Intervention,1
94,94,Lee,Stephanie,Hannah,,2018-10-21,63403,ANDREW,Hillshire,2265,Not selected,White,No,,,False,English,False,False,Married,False,False,False,206,74214,5,False,4385,37,1,107,0,0,False,107.0,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
95,95,Garcia,Kelly,Diane,,2019-06-10,65853,LINCOLN,West Jeremy,57464,Female,White,No,,,False,English,False,False,Single,False,False,False,367,67483,5,False,2974,40,2,227,0,0,False,113.5,6,1.0,22,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"First Steps, Childcare Subsidy",2
96,96,Hill,Alexis,Kimberly,,2019-11-22,64592,LAWRENCE,New Kellyberg,55005,Female,White,No,,,False,English,False,False,Married,False,False,False,66,38918,6,False,3295,41,1,123,0,0,False,123.0,4,0.6666666666666666,19,1.0,False,False,True,2.75,True,False,False,False,False,False,False,False,True,True,0,0,11.666666666666668,35,45,20.666666666666668,Low,Child Care,1
97,97,Smith,Nicole,Ashley,,2018-06-12,65417,PERRY,Taylormouth,79087,Female,White,No,,,False,English,False,False,Separated,False,False,False,245,90445,6,False,2841,40,2,264,0,0,False,132.0,6,1.0,21,1.0,False,False,True,4.625,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, Childcare Subsidy",2
98,98,Hensley,Tracie,Dawn,,2019-06-27,64572,CLINTON,Port Cameronfort,25987,Female,White,No,,,False,English,False,False,Separated,False,False,False,331,74088,5,True,3658,42,1,115,0,0,False,115.0,4,0.6666666666666666,21,1.0,False,False,True,4.75,False,False,False,False,False,False,True,False,True,False,1,0,11.666666666666668,0,25,7.916666666666667,Low,Early Head Start,1
99,99,Hernandez,Mark,Anthony,,2021-09-17,63170,MONTGOMERY,Christopherbury,70779,Male,White,No,,,False,English,False,False,Separated,False,True,False,113,29755,3,False,2402,42,2,116,0,0,False,58.0,4,0.6666666666666666,21,1.0,False,False,True,4.5,False,False,False,False,False,True,False,False,True,False,1,0,51.66666666666667,0,25,17.916666666666668,Low,"Early Intervention, Early Head Start",2
100,100,Gibbs,Phillip,Larry,,2021-03-20,64151,MONROE,Port Alexandra,69612,Male,White,No,,,False,English,False,False,Separated,False,False,False,218,78712,7,False,4273,38,2,74,0,0,False,37.0,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,First Steps,2
101,101,Branch,Scott,Michelle,,2020-04-25,64851,JASPER,Ashleyton,49078,Not selected,White,No,,,False,English,False,False,Single,False,False,False,221,90528,7,False,2480,42,1,133,0,0,False,133.0,6,1.0,19,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Child Care,1
102,102,Clark,Patrick,Travis,,2018-09-13,64383,GASCONADE,West Donna,37561,Male,White,No,,,False,English,False,False,Divorced,False,False,False,324,94955,5,False,2914,42,1,22,0,0,False,22.0,5,0.8333333333333334,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Home Visiting,1
103,103,Jones,Carrie,,,2020-03-28,63677,POLK,South Shannonfort,84054,Female,Black or African American,No,,,False,English,False,False,Married,False,True,False,83,2988,2,False,4261,40,1,31,0,0,False,31.0,2,0.3333333333333333,15,1.0,True,False,True,1.5,True,False,False,False,False,True,False,False,True,True,1,20,63.333333333333336,35,50,40.583333333333336,High,Early Intervention,1
104,104,Mann,Crystal,,,2021-02-08,63561,GREENE,Jonesbury,39392,Female,Black or African American,No,,,False,English,False,False,Single,False,True,False,86,22241,6,False,3906,40,3,156,0,0,False,52.0,5,0.8333333333333334,18,1.0,False,False,True,3.625,True,False,False,False,False,True,False,False,True,True,1,0,45.83333333333333,35,50,30.208333333333332,Moderate,"Home Visiting, Early Intervention, Head Start",3
105,105,Guerrero,Richard,Mario,,2018-02-05,64014,CARTER,South Danny,18284,Male,White,No,,,False,English,False,False,Divorced,True,False,False,36,22625,3,False,3513,40,1,101,0,0,False,101.0,2,0.3333333333333333,14,1.0,True,False,True,2.75,True,False,False,False,True,False,False,False,True,True,1,0,23.333333333333336,35,50,24.583333333333336,Moderate,Childcare Subsidy,1
106,106,Thomas,Chase,Derek,,2021-11-20,65328,WASHINGTON,East Laurashire,111431,Male,White,No,,,False,English,False,False,Single,True,False,False,347,49783,5,False,2211,37,3,222,0,0,False,74.0,6,1.0,21,1.0,False,False,True,4.75,False,False,False,False,True,False,False,False,True,False,1,0,40.0,0,25,15.0,Low,"Early Intervention, Childcare Subsidy",3
107,107,Harrison,Jessica,,III,2019-05-03,65598,OSAGE,Hollyview,76782,Female,Black or African American,No,,,False,English,False,False,Separated,False,False,False,111,21897,2,True,1812,42,2,128,0,0,False,64.0,4,0.6666666666666666,19,1.0,False,False,True,3.25,True,False,False,False,False,False,True,False,True,False,1,0,51.66666666666667,35,25,26.666666666666668,Moderate,"First Steps, Early Head Start",2
108,108,Williams,Katherine,Angela,,2018-03-16,64100,CARROLL,Navarroview,17751,Female,White,No,,,False,English,False,False,Separated,False,False,False,219,79331,4,False,2822,39,2,150,1,89,False,75.0,6,1.0,22,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,15,40.0,0,20,18.5,Low,"First Steps, State Pre-K",2
109,109,Craig,Jeremy,,,2018-04-24,64568,IRON,Port Emilyview,47943,Not selected,American Indian or Alaska Native,No,,,False,English,False,False,Divorced,False,False,False,157,27356,3,False,2028,41,1,142,0,0,False,142.0,5,0.8333333333333334,18,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,20,14.208333333333332,Low,Early Head Start,1
110,110,Stone,Pamela,Casey,,2021-02-15,63821,JACKSON,Moonburgh,48299,Female,Black or African American,No,,,False,English,False,False,Divorced,False,False,False,75,16166,3,False,3609,39,3,366,0,0,False,122.0,1,0.16666666666666666,15,1.0,True,True,True,2.375,True,False,False,False,False,False,False,False,True,True,0,0,29.166666666666668,75,45,35.04166666666667,High,"Childcare Subsidy, Child Care",3
111,111,Costa,Ryan,Lisa,,2018-06-01,64719,DAVIESS,Baileymouth,31504,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,61,27584,7,False,4179,34,1,149,0,0,False,149.0,4,0.6666666666666666,17,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,True,0,0,11.666666666666668,0,45,11.916666666666668,Low,Childcare Subsidy,1
112,112,Jenkins,Brian,Christopher,,2018-07-22,64336,REYNOLDS,Robertsfurt,90326,Male,White,No,,,False,English,False,False,Single,False,False,False,347,83319,4,False,3448,39,3,271,1,36,False,90.33333333333333,5,0.8333333333333334,21,1.0,False,False,True,4.416666666666667,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,0,20,9.958333333333332,Low,"Early Head Start, Head Start",3
113,113,Edwards,Andrea,Shawn,,2018-03-26,64342,WARREN,Darrellfurt,110152,Not selected,White,No,,,False,English,True,False,Single,False,False,False,86,9792,2,True,4146,38,2,84,1,120,False,42.0,2,0.3333333333333333,17,1.0,True,True,True,2.75,True,True,False,False,False,False,True,False,True,True,1,35,63.333333333333336,75,75,60.083333333333336,High,"First Steps, Child Care",2
114,114,Booth,Roger,Aaron,,2018-04-05,65400,OREGON,Gutierrezborough,75266,Male,White,No,,,False,English,False,False,Single,False,False,False,315,74060,7,False,3308,40,2,238,0,0,False,119.0,6,1.0,21,1.0,False,True,True,5.25,False,False,False,False,False,False,False,False,True,False,0,0,0.0,40,20,14.0,Low,"Early Head Start, Child Care",2
115,115,Ramos,Marcus,Jonathan,,2021-03-12,65536,PERRY,East Josephberg,79632,Male,White,No,,,False,English,False,False,Divorced,False,False,False,165,50748,5,False,4101,42,2,166,1,102,False,83.0,5,0.8333333333333334,21,1.0,False,True,True,5.75,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,40,20,19.958333333333332,Low,"Home Visiting, State Pre-K",2
116,116,Martinez,Samuel,Helen,,2021-06-19,64150,AUDRAIN,Lake Eric,4060,Not selected,Asian,No,,,False,English,False,False,Separated,False,False,False,209,55461,6,False,4233,34,2,125,1,61,False,62.5,6,1.0,18,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,15,40.0,0,20,18.5,Low,"Child Care, State Pre-K",2
117,117,Gay,Andrea,Christopher,,2019-03-08,65869,RIPLEY,South Staceyberg,91361,Not selected,White,No,,,False,English,False,False,Married,False,False,False,357,77258,6,True,2912,30,1,55,0,0,False,55.0,6,1.0,20,1.0,False,False,True,5.5,False,False,False,False,False,False,True,False,True,False,1,20,40.0,0,25,21.0,Low,Childcare Subsidy,1
118,118,Hicks,Mitchell,,,2019-06-02,64494,MONITEAU,Robertfort,68984,Male,Black or African American,No,,,False,English,False,False,Married,False,False,False,236,64776,3,False,3863,41,3,181,0,0,False,60.333333333333336,6,1.0,22,1.0,False,False,True,3.875,True,False,False,False,False,False,False,False,True,False,0,0,40.0,35,20,22.75,Low,"First Steps, Head Start",3
119,119,Reyes,John,Andrea,,2021-05-24,64603,NODAWAY,Port Chad,74872,Not selected,American Indian or Alaska Native,No,,,False,Spanish,False,True,Divorced,False,True,False,78,7238,7,False,2486,42,1,37,0,0,False,37.0,5,0.8333333333333334,12,1.0,False,False,True,1.5,True,False,True,False,False,True,False,False,True,True,1,20,45.83333333333333,35,50,36.20833333333333,High,Childcare Subsidy,1
120,120,French,Sarah,Gina,,2020-08-01,63005,SCHUYLER,Loriport,93050,Female,White,No,,,False,English,False,False,Separated,False,False,False,176,48893,5,True,2650,37,2,381,0,0,False,190.5,3,0.5,19,1.0,True,False,True,3.625,True,False,False,False,False,False,True,False,True,False,1,0,17.5,35,25,18.125,Low,"Child Care, Childcare Subsidy",2
121,121,Keller,Ryan,Kevin,,2020-05-04,63381,WRIGHT,South Amanda,115347,Male,Black or African American,No,,,False,English,False,False,Married,False,False,False,391,87836,7,False,3076,39,2,85,1,110,False,42.5,6,1.0,22,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,35,40.0,0,20,24.5,Moderate,Early Intervention,2
