Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000000108,000108,Foster Parent,Wilkerson,Austin,Bradley,,1984-10-27,64100,CARROLL,Navarroview,Male,Yes,Unemployed,2026-03-03,"Some college, no degree"
0000000108,000108,Uncle,Lara,Dale,Ronald,,1978-12-31,64100,CARROLL,Navarroview,Male,No,Employed,2023-09-23,"Some college, no degree"
0000000109,000109,Grandmother,Rice,Jacqueline,Diana,,1981-08-28,64568,IRON,Port Emilyview,Female,Yes,Unemployed,2023-04-21,No high school diploma
0000000109,000109,Stepmother,Craig,Regina,Jessica,,1995-06-23,64568,IRON,Port Emilyview,Female,Yes,Employed,2024-08-03,No high school diploma
0000000110,000110,Foster mother,Hardin,Lydia,,,1973-07-08,63821,JACKSON,Moonburgh,Female,No,Unemployed,2023-07-24,Graduate or professional degree
0000000110,000110,Stepfather,Stone,Juan,Anthony,,1976-03-22,63821,JACKSON,Moonburgh,Male,No,Employed,2025-09-30,High school diploma or equivalent
0000000111,000111,Uncle,Perry,Andre,David,,1997-10-02,64719,DAVIESS,Baileymouth,Male,Yes,Employed,2024-10-27,Associate's degree
0000000112,000112,Mother,Jenkins,Jennifer,,,2005-11-28,64336,REYNOLDS,Robertsfurt,Female,No,Employed,2025-02-13,Associate's degree
0000000112,000112,Foster Parent,Peterson,Jesse,Samuel,,2006-06-19,64336,REYNOLDS,Robertsfurt,Male,No,Employed,2023-02-03,Associate's degree
0000000113,000113,Grandmother,Williamson,Heather,Elizabeth,,1972-06-01,64342,WARREN,Darrellfurt,Female,No,Unemployed,2022-06-16,Bachelor's degree
0000000114,000114,Mother,Booth,Tonya,Ashley,,1982-10-11,65400,OREGON,Gutierrezborough,Female,No,Employed,2025-07-05,"Some college, no degree"
0000000114,000114,Grandfather,Howard,David,,,1998-04-17,65400,OREGON,Gutierrezborough,Male,No,Employed,2021-10-04,"Some college, no degree"
0000000115,000115,Aunt,Weber,Stephanie,Brenda,,1992-01-10,65536,PERRY,East Josephberg,Female,Yes,Unemployed,2023-01-23,High school diploma or equivalent
0000000116,000116,Foster Parent,Williams,David,,,1993-09-13,64150,AUDRAIN,Lake Eric,Male,No,Employed,2024-12-17,Bachelor's degree
0000000116,000116,Grandmother,Delgado,Cheryl,Danielle,,2003-08-08,64150,AUDRAIN,Lake Eric,Female,Yes,Employed,2022-03-26,Associate's degree
0000000117,000117,Stepfather,Gay,Michael,William,,1982-01-14,65869,RIPLEY,South Staceyberg,Male,Yes,Employed,2024-06-24,"Some college, no degree"
0000000118,000118,Foster father,Johnson,Ethan,Paul,,1971-01-27,64494,MONITEAU,Robertfort,Male,Yes,Employed,2023-02-01,"Some college, no degree"
0000000118,000118,Stepmother,Hicks,Alicia,,,1975-06-22,64494,MONITEAU,Robertfort,Female,Yes,Employed,2025-03-08,"Some college, no degree"
0000000119,000119,Grandmother,Love,Alexis,Jessica,,1982-05-12,64603,NODAWAY,Port Chad,Female,No,Not in Labor Force,2026-03-15,High school diploma or equivalent
0000000120,000120,Mother,French,Nicole,Elizabeth,,2001-03-05,63005,SCHUYLER,Loriport,Female,No,Employed,2023-08-05,Bachelor's degree
0000000120,000120,Adoptive parent,Conway,Christopher,Timothy,,1986-03-03,63005,SCHUYLER,Loriport,Male,No,Employed,2022-08-19,High school diploma or equivalent
0000000121,000121,Foster Parent,Navarro,William,,,1979-11-24,63381,WRIGHT,South Amanda,Male,Yes,Employed,2021-11-19,High school diploma or equivalent
0000000121,000121,Grandfather,Riley,Michael,Russell,,1979-09-05,63381,WRIGHT,South Amanda,Male,Yes,Employed,2022-01-28,"Some college, no degree"
0000000122,000122,Mother,Gibson,Diane,Jessica,,1982-08-22,65711,GENTRY,Mollybury,Female,Yes,Employed,2023-08-06,Associate's degree
0000000123,000123,Foster mother,Jackson,Caroline,,,1971-06-26,65852,SHELBY,Thorntonfurt,Female,Yes,Employed,2022-05-08,Associate's degree
0000000123,000123,Grandmother,Rosario,Rebecca,,,1989-06-25,65852,SHELBY,Thorntonfurt,Female,No,Employed,2022-03-27,Associate's degree
0000000124,000124,Foster father,Brooks,Joel,Brian,,1977-01-27,64839,SHELBY,Hannaberg,Male,No,Part-time,2022-07-12,Associate's degree
0000000124,000124,Adoptive parent,Shannon,William,Justin,,1992-09-10,64839,SHELBY,Hannaberg,Male,Yes,Employed,2025-08-28,Associate's degree
0000000125,000125,Foster mother,Mckay,Michelle,,,1981-08-12,64718,ST. LOUIS,Garciamouth,Female,No,Employed,2024-03-22,Bachelor's degree
0000000126,000126,Grandfather,Hardy,Trevor,James,,1993-12-15,64357,WORTH,North Terrance,Male,No,Employed,2021-07-16,High school diploma or equivalent
0000000126,000126,Grandmother,Silva,Michelle,,,1982-02-14,64357,WORTH,North Terrance,Female,No,Employed,2025-04-15,High school diploma or equivalent
0000000127,000127,Grandmother,Carter,Mary,,,1981-07-20,64984,LACLEDE,Melissaside,Female,No,Employed,2022-06-18,No high school diploma
0000000127,000127,Foster father,Silva,Frank,David,,1971-05-09,64984,LACLEDE,Melissaside,Male,Yes,Employed,2021-07-26,"Some college, no degree"
0000000128,000128,Grandmother,Moore,Jacqueline,Elizabeth,,2003-07-01,63125,RANDOLPH,New Caseyport,Female,No,Employed,2025-06-22,"Some college, no degree"
0000000128,000128,Grandfather,Diaz,Joseph,Jon,,1979-12-03,63125,RANDOLPH,New Caseyport,Male,No,Employed,2025-08-29,"Some college, no degree"
0000000129,000129,Aunt,Harrison,Rachel,Kathryn,,1988-10-02,63036,RANDOLPH,South Garrettport,Female,No,Employed,2024-08-23,Associate's degree
0000000130,000130,Stepmother,Carter,Pamela,Beth,,1996-03-25,65432,PLATTE,Ryanbury,Female,Yes,Employed,2023-01-31,"Some college, no degree"
0000000131,000131,Stepfather,Sparks,Todd,Paul,,1993-08-13,64590,KNOX,East Christian,Male,No,Employed,2024-12-21,"Some college, no degree"
0000000131,000131,Foster father,Thomas,Jay,,,1994-08-04,64590,KNOX,East Christian,Male,No,Unemployed,2022-12-03,High school diploma or equivalent
0000000132,000132,Grandmother,Gordon,Amanda,Bethany,,1971-04-07,63910,BUTLER,East Steven,Female,No,Employed,2025-03-11,Bachelor's degree
0000000133,000133,Stepfather,Smith,Eric,,,1973-02-13,65332,LACLEDE,Santanaside,Male,Yes,Unemployed,2023-08-16,"Some college, no degree"
0000000134,000134,Foster mother,Simpson,Michelle,Sandra,,1980-06-17,65186,BARRY,Vaughnmouth,Female,No,Employed,2025-06-17,"Some college, no degree"
0000000134,000134,Court appointed guardian,Gutierrez,Andrew,David,,1978-08-17,65186,BARRY,Vaughnmouth,Male,No,Not in Labor Force,2022-09-11,"Some college, no degree"
0000000135,000135,Uncle,Matthews,Paul,,,1975-01-19,65007,HOLT,South Ashley,Male,No,Employed,2024-08-18,High school diploma or equivalent
0000000135,000135,Stepmother,Webb,Anita,Stacey,,1983-07-05,65007,HOLT,South Ashley,Female,Yes,Not in Labor Force,2022-10-28,Bachelor's degree
0000000136,000136,Grandfather,Holland,Christopher,Gregory,,1997-06-22,64557,LINCOLN,Hillshire,Male,No,Employed,2024-10-06,Associate's degree
0000000136,000136,Foster father,Martinez,Melvin,Dakota,,1991-07-19,64557,LINCOLN,Hillshire,Male,Yes,Employed,2023-03-16,"Some college, no degree"
0000000137,000137,Foster mother,Knapp,Melissa,Kathryn,,2006-09-01,65881,HOWELL,Wallport,Female,No,Not in Labor Force,2024-08-09,Bachelor's degree
0000000137,000137,Mother,Lozano,Jenny,,,2003-10-27,65881,HOWELL,Wallport,Female,No,Not in Labor Force,2023-10-23,Bachelor's degree
0000000138,000138,Foster mother,Newton,Katie,Hannah,,1974-05-19,63161,CLARK,New John,Female,Yes,Employed,2022-10-30,"Some college, no degree"
0000000138,000138,Father,Robinson,Russell,,,1995-12-12,63161,CLARK,New John,Male,Yes,Employed,2021-08-10,Graduate or professional degree
0000000139,000139,Uncle,Castro,Jason,,,1992-05-01,64727,STE. GENEVIEVE,Lake Debbieport,Male,No,Employed,2022-09-17,No high school diploma
0000000140,000140,Stepmother,Anderson,Amanda,Cynthia,,2005-09-16,65885,ANDREW,Markchester,Female,No,Employed,2022-05-26,No high school diploma
0000000141,000141,Stepfather,Mata,David,,,1994-07-01,65013,SHELBY,Mariaview,Male,Yes,Part-time,2022-11-30,No high school diploma
0000000142,000142,Court appointed guardian,Dominguez,Stephen,Erik,,1974-08-20,64247,PIKE,Lindamouth,Male,No,Employed,2025-09-27,Associate's degree
0000000143,000143,Adoptive parent,Perry,Daniel,Kevin,,1977-05-06,63672,BARTON,Coffeyside,Male,No,Employed,2021-11-11,"Some college, no degree"
0000000143,000143,Stepfather,Dalton,Terrance,Timothy,,1989-08-13,63672,BARTON,Coffeyside,Male,No,Part-time,2023-01-26,Bachelor's degree
0000000144,000144,Uncle,Anderson,Lawrence,Austin,,2006-04-06,63198,SCOTT,Richardsonview,Male,No,Not in Labor Force,2024-05-30,No high school diploma
0000000144,000144,Father,Herrera,Jeffrey,,,1991-10-10,63198,SCOTT,Richardsonview,Male,Yes,Part-time,2025-06-08,Graduate or professional degree
0000000145,000145,Aunt,Grant,Stephanie,,,1999-01-30,65098,SHANNON,South Angel,Female,No,Employed,2025-08-04,"Some college, no degree"
0000000145,000145,Stepmother,Rodriguez,Lauren,Kristen,,1990-03-07,65098,SHANNON,South Angel,Female,Yes,Employed,2024-01-23,Bachelor's degree
0000000146,000146,Court appointed guardian,Mooney,Ronald,Mark,,1998-04-23,65186,TEXAS,Lake Madisonport,Male,No,Employed,2021-08-18,High school diploma or equivalent
0000000147,000147,Court appointed guardian,Bailey,Jeffery,Danny,,1989-01-01,65650,SHANNON,West Wendyville,Male,Yes,Employed,2021-06-17,No high school diploma
0000000147,000147,Foster mother,Price,Michelle,,,2003-06-17,65650,SHANNON,West Wendyville,Female,Yes,Employed,2026-02-25,"Some college, no degree"
0000000148,000148,Stepmother,Chavez,Catherine,Hannah,,1991-08-13,65796,CLARK,Matthewsberg,Female,Yes,Not in Labor Force,2021-08-06,No high school diploma
0000000149,000149,Mother,Gilbert,Danielle,,,1979-02-20,65132,CLAY,Antoniostad,Female,Yes,Part-time,2025-11-29,Graduate or professional degree
0000000149,000149,Foster mother,Willis,Brandi,Diane,,1997-07-05,65132,CLAY,Antoniostad,Female,No,Employed,2021-04-03,High school diploma or equivalent
0000000150,000150,Grandfather,Rodriguez,John,Damon,,1993-03-26,64158,SCHUYLER,Amystad,Male,No,Employed,2024-01-22,High school diploma or equivalent
0000000150,000150,Uncle,Coleman,Jonathan,,,1987-12-10,64158,SCHUYLER,Amystad,Male,No,Unemployed,2024-08-13,"Some college, no degree"
0000000151,000151,Grandfather,Warren,Alan,,,1995-07-26,65648,LEWIS,Davisborough,Male,Yes,Part-time,2022-05-03,Associate's degree
0000000151,000151,Grandmother,Fisher,Jasmine,,,1975-11-26,65648,LEWIS,Davisborough,Female,Yes,Unemployed,2022-03-02,"Some college, no degree"
0000000152,000152,Mother,Buchanan,Jennifer,Hannah,,1988-01-31,63186,OREGON,East Kristin,Female,No,Employed,2024-05-30,"Some college, no degree"
0000000152,000152,Aunt,Myers,Heather,Jordan,,1997-12-31,63186,OREGON,East Kristin,Female,No,Unemployed,2022-01-13,Graduate or professional degree
0000000153,000153,Adoptive parent,Parker,Lawrence,,,1972-09-02,63171,CAPE GIRARDEAU,West Kim,Male,Yes,Employed,2025-03-15,Associate's degree
0000000153,000153,Uncle,Mckinney,Spencer,Ryan,,1978-06-16,63171,CAPE GIRARDEAU,West Kim,Male,Yes,Employed,2024-12-05,Bachelor's degree
0000000154,000154,Stepfather,Riggs,John,,,1970-11-28,65378,SCHUYLER,New John,Male,No,Employed,2024-12-19,"Some college, no degree"
0000000154,000154,Adoptive parent,Fletcher,Eric,Joseph,,1981-10-12,65378,SCHUYLER,New John,Male,Yes,Employed,2024-09-05,High school diploma or equivalent
0000000155,000155,Grandfather,Goodman,James,,,1982-07-21,64358,RALLS,New Mario,Male,No,Not in Labor Force,2024-08-15,"Some college, no degree"
0000000155,000155,Adoptive parent,Gutierrez,Dave,Glenn,,1974-08-12,64358,RALLS,New Mario,Male,Yes,Employed,2023-10-12,High school diploma or equivalent
0000000156,000156,Foster mother,Sanchez,Nicole,Alexandria,,2007-04-13,65210,WRIGHT,South Shanestad,Female,Yes,Employed,2021-03-22,High school diploma or equivalent
0000000157,000157,Grandfather,Chambers,Ryan,Scott,,1997-07-24,64513,DOUGLAS,Lake Kristahaven,Male,Yes,Employed,2022-11-08,Graduate or professional degree
0000000158,000158,Foster father,Taylor,Melvin,Jason,,1972-10-03,65115,DADE,Simmonsville,Male,No,Employed,2022-11-17,High school diploma or equivalent
0000000158,000158,Foster mother,Baxter,Tamara,Tracy,,1997-03-12,65115,DADE,Simmonsville,Female,Yes,Not in Labor Force,2021-09-03,Bachelor's degree
0000000159,000159,Foster mother,Shaw,Tara,,,1973-03-11,64683,TANEY,North David,Female,Yes,Part-time,2023-08-18,Bachelor's degree
0000000159,000159,Aunt,Clark,Lindsey,Rhonda,,1985-01-28,64683,TANEY,North David,Female,No,Not in Labor Force,2023-02-17,High school diploma or equivalent
0000000160,000160,Father,James,Darryl,Matthew,Jr.,2005-11-14,63584,OZARK,Shawnchester,Male,Yes,Unemployed,2022-09-21,Associate's degree
0000000160,000160,Court appointed guardian,Sanchez,Christopher,Benjamin,,1985-12-11,63584,OZARK,Shawnchester,Male,No,Employed,2025-06-14,No high school diploma
0000000161,000161,Father,Farrell,Kevin,Douglas,Jr.,1970-08-05,65779,ADAIR,South Shannon,Male,Yes,Employed,2022-03-18,High school diploma or equivalent
0000000161,000161,Foster mother,Love,Melinda,Lisa,,1995-08-02,65779,ADAIR,South Shannon,Female,Yes,Employed,2024-03-18,"Some college, no degree"
0000000162,000162,Stepmother,Perry,Victoria,Amanda,,1978-10-02,63029,ST. LOUIS CITY,West Ronaldview,Female,No,Not in Labor Force,2023-01-04,"Some college, no degree"
0000000163,000163,Adoptive parent,Barker,Gregory,,,1995-07-12,64630,RIPLEY,North Ryanstad,Male,No,Not in Labor Force,2021-09-28,"Some college, no degree"
0000000164,000164,Court appointed guardian,Singh,Curtis,Michael,,1974-12-31,65514,KNOX,Elizabethchester,Male,Yes,Employed,2024-08-26,"Some college, no degree"
0000000165,000165,Mother,Christensen,Tiffany,Erin,,1987-05-15,65400,KNOX,West Carolinestad,Female,Yes,Employed,2021-09-11,Bachelor's degree
0000000166,000166,Foster father,Drake,Mark,Anthony,,1999-12-27,65354,MONROE,West Meganstad,Male,No,Unemployed,2022-06-14,Associate's degree
0000000167,000167,Foster father,Peters,Jacob,Jonathan,,1987-07-16,64400,SHANNON,New Sarahview,Male,No,Employed,2021-07-16,"Some college, no degree"
0000000168,000168,Court appointed guardian,Mejia,Michael,,,1982-09-27,65217,ADAIR,Michaelburgh,Male,Yes,Part-time,2022-08-16,High school diploma or equivalent
0000000168,000168,Grandfather,Weaver,Scott,Edgar,,1972-12-13,65217,ADAIR,Michaelburgh,Male,Yes,Employed,2022-12-25,High school diploma or equivalent
0000000169,000169,Mother,Thomas,Rebecca,,,1992-12-25,65823,HARRISON,North Julieborough,Female,No,Unemployed,2023-09-25,Associate's degree
0000000169,000169,Father,Thomas,Jordan,Steven,,2004-10-05,65823,HARRISON,North Julieborough,Male,Yes,Employed,2025-09-27,Associate's degree
0000000170,000170,Grandmother,Martinez,Angela,,,1992-07-07,63965,DUNKLIN,Kimberlyshire,Female,Yes,Employed,2023-06-01,Graduate or professional degree
0000000170,000170,Stepfather,Collins,Jason,,,1992-01-12,63965,DUNKLIN,Kimberlyshire,Male,No,Not in Labor Force,2022-06-08,No high school diploma
0000000171,000171,Foster father,Bell,Nicholas,Jason,Sr.,1985-12-08,64842,CALDWELL,Lake Christophermouth,Male,No,Employed,2022-12-08,Bachelor's degree
0000000172,000172,Mother,Nelson,Katie,,,2008-01-09,65623,CHRISTIAN,West Russellport,Female,No,Employed,2025-12-31,Associate's degree
0000000172,000172,Stepmother,Nelson,Michele,Renee,,1984-11-25,65623,CHRISTIAN,West Russellport,Female,Yes,Not in Labor Force,2025-05-28,High school diploma or equivalent
0000000173,000173,Court appointed guardian,Erickson,Matthew,Matthew,,1991-08-16,65870,SHANNON,South Tracey,Male,No,Not in Labor Force,2025-04-12,Associate's degree
0000000173,000173,Adoptive parent,Krueger,Steve,,,1991-08-04,65870,SHANNON,South Tracey,Male,No,Employed,2024-01-06,"Some college, no degree"
0000000174,000174,Uncle,Osborne,Dennis,,,1977-06-01,64950,HENRY,Keithville,Male,No,Employed,2025-06-20,High school diploma or equivalent
0000000175,000175,Foster Parent,Flores,Robert,Patrick,,1988-06-15,63558,VERNON,New Angelica,Male,No,Unemployed,2025-04-01,High school diploma or equivalent
0000000176,000176,Uncle,Bowen,Jason,James,,1979-03-29,65842,PERRY,South Andrewland,Male,No,Employed,2023-12-01,Bachelor's degree
0000000176,000176,Foster father,Morgan,Ryan,Greg,,1999-09-24,65842,PERRY,South Andrewland,Male,No,Unemployed,2025-12-27,Associate's degree
0000000177,000177,Grandmother,Mann,Suzanne,,,1992-05-06,63060,CEDAR,Robertsfurt,Female,Yes,Employed,2021-08-28,No high school diploma
0000000178,000178,Father,Montgomery,Jacob,Gregory,,1985-06-01,63815,BARRY,Christopherville,Male,No,Employed,2023-06-04,High school diploma or equivalent
0000000178,000178,Aunt,Shah,Chelsea,,,1991-08-26,63815,BARRY,Christopherville,Female,Yes,Employed,2024-06-17,No high school diploma
0000000179,000179,Grandfather,Gallagher,Patrick,,,2006-08-29,63995,ST. LOUIS CITY,Juliebury,Male,Yes,Part-time,2024-12-27,Bachelor's degree
0000000179,000179,Father,Foster,Peter,,,1984-10-13,63995,ST. LOUIS CITY,Juliebury,Male,Yes,Employed,2021-04-12,Bachelor's degree
0000000180,000180,Foster mother,Miller,Autumn,Penny,,1994-06-02,64796,WRIGHT,Port Michael,Female,No,Employed,2021-05-11,High school diploma or equivalent
0000000181,000181,Stepfather,Young,James,Justin,,1982-08-22,65613,ST. FRANCOIS,West James,Male,Yes,Employed,2022-05-09,Associate's degree
0000000182,000182,Adoptive parent,Schmidt,Andrew,,,1990-07-14,63827,BARRY,Marshallshire,Male,No,Employed,2026-03-08,High school diploma or equivalent
0000000183,000183,Mother,Glass,Jessica,April,,1975-07-10,64244,TANEY,Michellemouth,Female,No,Employed,2025-09-19,High school diploma or equivalent
0000000184,000184,Grandfather,Joseph,Steven,Timothy,,1991-02-17,64814,OZARK,Brittanystad,Male,Yes,Employed,2023-12-14,"Some college, no degree"
0000000185,000185,Grandmother,Chang,Terri,Brooke,,1992-03-01,63026,GREENE,Chaseland,Female,No,Unemployed,2023-05-04,High school diploma or equivalent
0000000185,000185,Foster mother,Robinson,Sarah,Jessica,,1976-06-07,63026,GREENE,Chaseland,Female,Yes,Employed,2021-04-16,High school diploma or equivalent
0000000186,000186,Grandmother,Walker,Maria,,,1999-08-19,65878,RAY,South Reginashire,Female,No,Employed,2023-09-21,High school diploma or equivalent
0000000187,000187,Uncle,Fisher,William,James,,1970-03-30,64338,CEDAR,South Dalemouth,Male,No,Part-time,2024-05-29,High school diploma or equivalent
0000000187,000187,Foster Parent,Horton,Kerry,,,1983-05-31,64338,CEDAR,South Dalemouth,Male,No,Employed,2024-07-02,High school diploma or equivalent
0000000188,000188,Stepmother,Lucas,Erika,,,2000-10-25,65147,SCOTT,East Jasminemouth,Female,Yes,Part-time,2025-05-26,"Some college, no degree"
0000000188,000188,Foster father,Chapman,Ryan,,,1988-10-16,65147,SCOTT,East Jasminemouth,Male,No,Employed,2021-05-17,"Some college, no degree"
0000000189,000189,Foster mother,Harris,Debbie,Sabrina,,1979-06-24,63223,CAMDEN,Paulmouth,Female,Yes,Not in Labor Force,2023-03-03,Bachelor's degree
0000000189,000189,Aunt,Shah,Molly,Abigail,,2008-01-01,63223,CAMDEN,Paulmouth,Female,No,Unemployed,2022-07-23,No high school diploma
0000000190,000190,Court appointed guardian,Patel,Jeffery,Joshua,,1998-07-26,63246,CHRISTIAN,Cameronville,Male,Yes,Employed,2022-05-30,"Some college, no degree"
0000000190,000190,Foster mother,Holmes,Mary,Nicole,,1989-04-22,63246,CHRISTIAN,Cameronville,Female,Yes,Employed,2023-11-16,Graduate or professional degree
0000000191,000191,Court appointed guardian,Martin,Anthony,,,1978-04-11,63088,SALINE,West Christopher,Male,No,Employed,2021-09-04,High school diploma or equivalent
0000000191,000191,Mother,York,Tracy,Rebecca,,1986-04-05,63088,SALINE,West Christopher,Female,Yes,Employed,2025-08-13,No high school diploma
0000000192,000192,Grandmother,Simpson,Bethany,Denise,,1989-07-11,65508,RALLS,Andersonland,Female,No,Employed,2021-06-12,"Some college, no degree"
0000000193,000193,Stepfather,Li,Andrew,Garrett,,1972-03-04,63754,CAPE GIRARDEAU,Lake Ellenhaven,Male,Yes,Part-time,2021-04-10,High school diploma or equivalent
